APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,domain,domain_label,topic,topic_label,subtopic,subtopic_label,umap_x,umap_y
9756502,NEONATAL DRIED BLOOD SPOT METHYLATION AND CONCEPTION BY INFERTILITY TREATMENT IN THE UPSTATE KIDS STUDY ,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2018.0,464981.0,1,Clinical Trials & Prevention,1,Clinical Trials & Prevention > Influenza,1,Clinical Research &  > Infecti... > Infectious Diseases,-7.851892,2.236248
7317182,Melanosome biogenesis,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2007.0,319060.0,4,Rare Diseases & Genomics,19,Rare Diseases & Genomics > Stem Cell Research,75,Genetics & Neuroscie > Genetic... > Rare Diseases,-5.5719423,3.318763
10708654,MRI Engineering Core,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2022.0,1910877.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,59,Genetics & Neuroscie > Genetic... > Bioengineering,-8.46803,4.4348865
7624951,Children's Center for Clinical Pharmacology Studies,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2008.0,126225.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-10.35932,3.9506834
8090381,Development of T cell memory in human Trypanosoma cruzi infection,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2011.0,102083.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,133,Genetics & Neuroscie > Clinica... > Infectious Diseases,-6.5468645,3.0463524
10889436,Delivering miR-29a to enhance anti-viral and anti-tumor responses in vivo,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,191875.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,93,Genetics & Neuroscie > Clinica... > Lung,-4.879844,3.71587
8402584,The Role of Anaerobic Bacterial Infection in Cystic Fibrosis,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2013.0,684379.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,150,Genetics & Biotechno > Genetic... > Genetics,-6.4252205,3.5067973
6345720,Distribution and Role of CaMKII in Mouse Olfactory Bulb,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2001.0,85250.0,5,Neuroscience & Behavior,25,Neuroscience & Behavior > Neurosciences**,97,Neurosciences & Beha > Neurosc... > Neurosciences,-5.3377585,3.8741653
7735339,Molecular Pathogenesis of Neoplasia,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,1034055.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.055333,6.8837037
9629950,Mice lack a novel innate immune response to intracellular DNA,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2019.0,220260.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,198,Genetics & Neuroscie > Genetic... > Genetics,-6.432671,6.6737084
6186473,CLIN RESEARCH CENTER FOR THE STUDY OF SENILE DEMENTIA,NATIONAL INSTITUTE OF MENTAL HEALTH,2000.0,919596.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-9.980042,3.555355
7499039,Medical Physics Training Grant for Image-Guided Therapy Research,NATIONAL CANCER INSTITUTE,2008.0,37907.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,21,Clinical Research &  > Clinica... > Mental Health,-11.032508,3.9670773
7455792,CSHL Course on X-Ray Methods in Structural Biology,NATIONAL CANCER INSTITUTE,2008.0,72051.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,20,Clinical Research &  > Clinica... > Clinical Research,-11.746691,3.4782693
6326654,Genetic Basis of Osteoporotic Fractures and Bone Mass,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2001.0,121230.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-7.69964,2.039702
7128147,Characterization of MeCP2 target genes in Rett Syndrome,NATIONAL INSTITUTE OF MENTAL HEALTH,2006.0,156240.0,7,Infectious Disease & Immunology,39,Infectious Disease & Immunology > Dental/Oral and Craniofacial Dis...,154,Genetics & Biotechno > Genetic... > Genetics,-5.3977036,3.9519932
8448208,NICHD Maternal Fetal Medicine Units Network,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2013.0,61695.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,23,Clinical Research &  > Clinica... > Clinical Research,-11.204427,4.109435
7077617,Role of Icosaniods in Renal Function,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2006.0,1698545.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,150,Genetics & Biotechno > Genetic... > Genetics,-5.851963,4.760871
6628127,CA CHANNEL B SUBUNIT EXCITATION-CONTRACTION COUPLING,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,387945.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,164,Genetics & Biotechno > Genetic... > Genetics,-5.308471,4.3268623
8231093,Scientific Integrity in Community-Based Participatory Research,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2011.0,222000.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-8.991896,1.7886555
9354409,Histone Modification and Transcription Elongation in Human Cancer,NATIONAL CANCER INSTITUTE,2017.0,185418.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,192,Genetics & Neuroscie > Genetic... > Genetics,-6.5790105,6.774383
6838706,"Function of Merlin, a Drosophila NF2 gene homologue",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2005.0,317238.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,148,Genetics & Biotechno > Genetic... > Genetics,-6.6214037,6.2914963
9692176,Studies on the effects of colchicine on neutrophil biology in acute myocardial infarction,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2019.0,385223.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-6.7779036,2.6149302
6620580,Microbial Mediation of Habitat Selection and Production,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2003.0,319345.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,134,Genetics & Neuroscie > Clinica... > Infectious Diseases,-7.001605,2.8917239
6202853,SOCIO-DEMOGRAPHIC IMPACT OF AIDS EPIDEMIC-OLDER PERSONS,NATIONAL INSTITUTE ON AGING,2000.0,186185.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,8,Clinical Research &  > Cancer... > Cancer,-9.946145,3.3841832
6348872,PLACENTAL 3 BETA-HYDROXYSTEROID DEHYDROGENASE/ISOMERASE,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2000.0,122881.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,156,Genetics & Biotechno > Bioengi... > Bioengineering,-5.8797116,5.0585103
6475611,HORMONE REPLACEMENT AND METABOLIC CARDIOVASCULAR RISK,NATIONAL INSTITUTE ON AGING,2002.0,108093.0,2,Behavioral & Social Science,7,Behavioral & Social Science > Rare Diseases,26,Clinical Research &  > Clinica... > Clinical Research,-7.8664474,1.5570496
7352742,Schimke Immuno-osseous Dysplasis: A Mouse Model,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2008.0,16661.0,8,Clinical & Translational Research,45,Clinical & Translational Research > Genetics,171,Clinical Research &  > Genetic... > Genetics,-12.144326,7.341909
7384479,Sex Hormone Regulation of the Mucosal Immune System,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,392155.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,193,Genetics & Neuroscie > Genetic... > Genetics,-6.6467023,6.655549
6898623,Genetic link between RNAi/PTGS &viral RNA recombination,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,213000.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,130,Genetics & Neuroscie > Genetic... > Genetics,-4.501235,3.9770868
7236016,T cell activation death & memory in alloimmune responses,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2007.0,398382.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,129,Genetics & Neuroscie > Genetic... > Clinical Research,-5.73562,3.7017384
10515060,Reach and Scalability of Digital Therapeutics for Childhood Behavior Problems,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2022.0,656616.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,47,Clinical Research &  > Clinica... > Clinical Research,-8.921856,1.1092486
6931668,RUPP-PI at Duke,NATIONAL INSTITUTE OF MENTAL HEALTH,2005.0,532820.0,5,Neuroscience & Behavior,27,Neuroscience & Behavior > Prevention,106,Neurosciences & Beha > Behavio... > Clinical Research,-7.7076507,1.2857728
8703801,Microglia regulate development of the cerebral cortex,NATIONAL INSTITUTE OF MENTAL HEALTH,2014.0,364221.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.1199746,6.3274417
6884156,Mechanical modulation of stem cells to endothelial cells,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,55352.0,8,Clinical & Translational Research,43,Clinical & Translational Research > Biotechnology,168,Clinical Research &  > Biotech... > Biotechnology,-12.102298,7.3076067
9617496,Microenvironment-Leukemia Communication Through Lectins,NATIONAL CANCER INSTITUTE,2017.0,263687.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,122,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.177367,3.2109804
8625694,Vesicle Trafficking and Bacteria Invasion,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2014.0,362588.0,4,Rare Diseases & Genomics,20,Rare Diseases & Genomics > Digestive Diseases,80,Genetics & Neuroscie > Genetic... > Infectious Diseases,-5.436263,3.4012835
6613490,Statistical Genetic Methods for Cancer Gene Studies,NATIONAL CANCER INSTITUTE,2003.0,137376.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-9.9429865,3.8137047
7668298,Mechanisms of chemotherapy-evoked neuropathic pain,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,54000.0,5,Neuroscience & Behavior,25,Neuroscience & Behavior > Neurosciences**,96,Neurosciences & Beha > Neurosc... > Neurosciences,-5.3295746,4.2928286
9104242,Neurobehavioral Correlates of Frustration in Children with ADHD,NATIONAL INSTITUTE OF MENTAL HEALTH,2016.0,163070.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,16,Clinical Research &  > Clinica... > Clinical Research,-12.207182,4.3892317
10402218,Targeting Kinesin-5 Activity for treatment of Alzheimer's disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2021.0,15018.0,6,Molecular Biology & Genomics,36,Molecular Biology & Genomics > Regenerative Medicine,142,Genetics & Neuroscie > Neurosc... > Clinical Research,-5.0134754,3.5267668
9010957,MBRS RISE Option II Program at Morgan State University,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2016.0,342840.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.916363,3.2862375
6741465,DAT Binding by Pet in Adult ADHD,NATIONAL INSTITUTE OF MENTAL HEALTH,2004.0,538094.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-6.695677,2.2797787
9780591,Uncovering Therapeutic Targets in Pediatric High Grade Gliomas with the H3K27M Mutation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2019.0,183141.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,13,Clinical Research &  > Clinica... > Clinical Research,-12.136732,4.355682
6872007,Humoral And Cellular Tolerization Approaches Against Au*,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,748940.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,8,Clinical Research &  > Cancer... > Cancer,-11.210762,4.606241
10693988,North Carolina Occupational Safety and Health Education and Research Centers,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,2023.0,1386730.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.917666,3.076031
10549324,Obesogenic diet-induced intestinal epithelium repair responses link dysbiosis and cardiovascular disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2023.0,505480.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-6.798628,6.7075586
6785308,Pathways of T cell Senescence,NATIONAL INSTITUTE ON AGING,2004.0,358750.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,159,Genetics & Biotechno > Genetic... > Infectious Diseases,-5.7197266,4.977603
9520463,Brain Iron Quantification Based on MRI in Intracerebral Hemorrhage,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2018.0,193750.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,194,Genetics & Neuroscie > Genetic... > Neurosciences,-6.4326167,6.522701
7734501,Opioid Peptides--Molecular Mechanism Of Action,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2008.0,274852.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-7.588177,5.07696
10928747,Identifying Effective Organizational Climate Embedding Mechanisms for Autism Interventions,NATIONAL INSTITUTE OF MENTAL HEALTH,2024.0,41695.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,33,Clinical Research &  > Clinica... > Clinical Research,-9.118402,1.3889613
6488711,INITIAL STEPS IN RAAV TRANSDUCTION,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2002.0,310548.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,68,Genetics & Neuroscie > Genetic... > Genetics,-4.4570193,6.816946
8678771,Polybrominated Diphenyl Ether Effects on Human Neuronal Development,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2014.0,100224.0,4,Rare Diseases & Genomics,19,Rare Diseases & Genomics > Stem Cell Research,73,Genetics & Neuroscie > Genetic... > Genetics,-6.0428553,2.801737
8015243,Molecular Characterization of Insect Pheromone Chemosensory Mutants in Nematodes,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2011.0,143550.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-5.0926156,7.128485
10318649,A theranostic system for ultrasound-facilitated blood-brain barrier opening,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2022.0,631380.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,227,Bioengineering & Bio > Bioengi... > Bioengineering,-8.220286,4.50812
6874069,TUSK: Tools to Integrate and Share Health Knowledge,NATIONAL LIBRARY OF MEDICINE,2005.0,139206.0,10,Bioengineering & Technology,55,Bioengineering & Technology > Networking and Information Techn...,209,Bioengineering & Bio > Genetic... > Clinical Research,-9.318474,3.6652188
7426393,Mentoring of Clinical Investigators in Patient Oriented Research,NATIONAL INSTITUTE ON DRUG ABUSE,2008.0,184124.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,13,Clinical Research &  > Clinica... > Clinical Research,-11.366719,3.9459693
6626629,CBL FUNCTION IN CELLULAR SIGNALING AND TRANSFORMATION,NATIONAL CANCER INSTITUTE,2003.0,300014.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,192,Genetics & Neuroscie > Genetic... > Genetics,-6.241224,5.870093
7664639,Physiological Genomics of Neuronal Cell Types in Sensory and Motor Cortex,NATIONAL INSTITUTE OF MENTAL HEALTH,2009.0,353934.0,9,Cancer Biology & Oncology,49,Cancer Biology & Oncology > Mental Health,184,Genetics & Neuroscie > Genetic... > Genetics,-6.362215,7.4230194
7945316,Development of Small Heat Shock Proteins as Therapeutic Agents in the Eye,NATIONAL EYE INSTITUTE,2010.0,493174.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,227,Bioengineering & Bio > Bioengi... > Bioengineering,-7.673913,5.0864663
6380389,ORGAN PRESERVATION FOR TRANSPLANTATION,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2001.0,406511.0,6,Molecular Biology & Genomics,36,Molecular Biology & Genomics > Regenerative Medicine,140,Genetics & Neuroscie > Neurosc... > Biotechnology,-6.4585266,3.7313693
6693502,T Cell- Mediated Immunity to Mycobacterial Infection,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2003.0,41608.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,191,Genetics & Neuroscie > Genetic... > Genetics,-6.145289,6.465186
8216465,Developing a Medical Biometric Identification System wit a Secure Database Networ,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2012.0,385394.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,59,Genetics & Neuroscie > Genetic... > Bioengineering,-9.110944,3.7542007
10763839,Defining the induction and maintenance of myelin-specific tolerance in T cells and B cells using local lymph node depots,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,554697.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,56,Genetics & Neuroscie > Biotech... > Bioengineering,-5.0149307,7.2785935
