APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
8090381,Development of T cell memory in human Trypanosoma cruzi infection,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2011.0,102083.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Development of T cell memory in human Trypanosoma cruzi infection,0.1
10889436,Delivering miR-29a to enhance anti-viral and anti-tumor responses in vivo,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,191875.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Delivering miR-29a to enhance anti-viral and anti-tumor responses in vivo,0.19
8402584,The Role of Anaerobic Bacterial Infection in Cystic Fibrosis,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2013.0,684379.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,The Role of Anaerobic Bacterial Infection in Cystic Fibrosis,0.68
6345720,Distribution and Role of CaMKII in Mouse Olfactory Bulb,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2001.0,85250.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Distribution and Role of CaMKII in Mouse Olfactory Bulb,0.09
7735339,Molecular Pathogenesis of Neoplasia,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,1034055.0,22,NATIONAL CANCER INSTITUTE: Genetics,Molecular Pathogenesis of Neoplasia,1.03
9629950,Mice lack a novel innate immune response to intracellular DNA,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2019.0,220260.0,34,NATIONAL CANCER INSTITUTE: Genetics,Mice lack a novel innate immune response to intracellular DNA,0.22
6186473,CLIN RESEARCH CENTER FOR THE STUDY OF SENILE DEMENTIA,NATIONAL INSTITUTE OF MENTAL HEALTH,2000.0,919596.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,CLIN RESEARCH CENTER FOR THE STUDY OF SENILE DEMENTIA,0.92
7499039,Medical Physics Training Grant for Image-Guided Therapy Research,NATIONAL CANCER INSTITUTE,2008.0,37907.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Medical Physics Training Grant for Image-Guided Therapy Research,0.04
7455792,CSHL Course on X-Ray Methods in Structural Biology,NATIONAL CANCER INSTITUTE,2008.0,72051.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,CSHL Course on X-Ray Methods in Structural Biology,0.07
6326654,Genetic Basis of Osteoporotic Fractures and Bone Mass,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2001.0,121230.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Genetic Basis of Osteoporotic Fractures and Bone Mass,0.12
7128147,Characterization of MeCP2 target genes in Rett Syndrome,NATIONAL INSTITUTE OF MENTAL HEALTH,2006.0,156240.0,40,NATIONAL CANCER INSTITUTE: Genetics,Characterization of MeCP2 target genes in Rett Syndrome,0.16
8448208,NICHD Maternal Fetal Medicine Units Network,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2013.0,61695.0,3,NATIONAL CANCER INSTITUTE: Clinical Research,NICHD Maternal Fetal Medicine Units Network,0.06
7077617,Role of Icosaniods in Renal Function,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2006.0,1698545.0,34,NATIONAL CANCER INSTITUTE: Genetics,Role of Icosaniods in Renal Function,1.7
6628127,CA CHANNEL B SUBUNIT EXCITATION-CONTRACTION COUPLING,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,387945.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,CA CHANNEL B SUBUNIT EXCITATION-CONTRACTION COUPLING,0.39
8231093,Scientific Integrity in Community-Based Participatory Research,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2011.0,222000.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Scientific Integrity in Community-Based Participatory Research,0.22
9354409,Histone Modification and Transcription Elongation in Human Cancer,NATIONAL CANCER INSTITUTE,2017.0,185418.0,34,NATIONAL CANCER INSTITUTE: Genetics,Histone Modification and Transcription Elongation in Human Cancer,0.19
6838706,"Function of Merlin, a Drosophila NF2 gene homologue",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2005.0,317238.0,34,NATIONAL CANCER INSTITUTE: Genetics,"Function of Merlin, a Drosophila NF2 gene homologue",0.32
9692176,Studies on the effects of colchicine on neutrophil biology in acute myocardial infarction,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2019.0,385223.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Studies on the effects of colchicine on neutrophil biology in acute myocardial infarction,0.39
6620580,Microbial Mediation of Habitat Selection and Production,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2003.0,319345.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Microbial Mediation of Habitat Selection and Production,0.32
6202853,SOCIO-DEMOGRAPHIC IMPACT OF AIDS EPIDEMIC-OLDER PERSONS,NATIONAL INSTITUTE ON AGING,2000.0,186185.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,SOCIO-DEMOGRAPHIC IMPACT OF AIDS EPIDEMIC-OLDER PERSONS,0.19
6348872,PLACENTAL 3 BETA-HYDROXYSTEROID DEHYDROGENASE/ISOMERASE,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2000.0,122881.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,PLACENTAL 3 BETA-HYDROXYSTEROID DEHYDROGENASE/ISOMERASE,0.12
6475611,HORMONE REPLACEMENT AND METABOLIC CARDIOVASCULAR RISK,NATIONAL INSTITUTE ON AGING,2002.0,108093.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,HORMONE REPLACEMENT AND METABOLIC CARDIOVASCULAR RISK,0.11
7352742,Schimke Immuno-osseous Dysplasis: A Mouse Model,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2008.0,16661.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Schimke Immuno-osseous Dysplasis: A Mouse Model,0.02
7384479,Sex Hormone Regulation of the Mucosal Immune System,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,392155.0,34,NATIONAL CANCER INSTITUTE: Genetics,Sex Hormone Regulation of the Mucosal Immune System,0.39
6898623,Genetic link between RNAi/PTGS &viral RNA recombination,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,213000.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Genetic link between RNAi/PTGS &viral RNA recombination,0.21
7236016,T cell activation death & memory in alloimmune responses,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2007.0,398382.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,T cell activation death & memory in alloimmune responses,0.4
10515060,Reach and Scalability of Digital Therapeutics for Childhood Behavior Problems,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2022.0,656616.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Reach and Scalability of Digital Therapeutics for Childhood Behavior Problems,0.66
6931668,RUPP-PI at Duke,NATIONAL INSTITUTE OF MENTAL HEALTH,2005.0,532820.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,RUPP-PI at Duke,0.53
8703801,Microglia regulate development of the cerebral cortex,NATIONAL INSTITUTE OF MENTAL HEALTH,2014.0,364221.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Microglia regulate development of the cerebral cortex,0.36
6884156,Mechanical modulation of stem cells to endothelial cells,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,55352.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mechanical modulation of stem cells to endothelial cells,0.06
9617496,Microenvironment-Leukemia Communication Through Lectins,NATIONAL CANCER INSTITUTE,2017.0,263687.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Microenvironment-Leukemia Communication Through Lectins,0.26
8625694,Vesicle Trafficking and Bacteria Invasion,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2014.0,362588.0,38,NATIONAL CANCER INSTITUTE: Genetics,Vesicle Trafficking and Bacteria Invasion,0.36
6613490,Statistical Genetic Methods for Cancer Gene Studies,NATIONAL CANCER INSTITUTE,2003.0,137376.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Statistical Genetic Methods for Cancer Gene Studies,0.14
7668298,Mechanisms of chemotherapy-evoked neuropathic pain,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2008.0,54000.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Mechanisms of chemotherapy-evoked neuropathic pain,0.05
9104242,Neurobehavioral Correlates of Frustration in Children with ADHD,NATIONAL INSTITUTE OF MENTAL HEALTH,2016.0,163070.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Neurobehavioral Correlates of Frustration in Children with ADHD,0.16
10402218,Targeting Kinesin-5 Activity for treatment of Alzheimer's disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2021.0,15018.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Targeting Kinesin-5 Activity for treatment of Alzheimer's disease,0.02
9010957,MBRS RISE Option II Program at Morgan State University,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2016.0,342840.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,MBRS RISE Option II Program at Morgan State University,0.34
6741465,DAT Binding by Pet in Adult ADHD,NATIONAL INSTITUTE OF MENTAL HEALTH,2004.0,538094.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",DAT Binding by Pet in Adult ADHD,0.54
9780591,Uncovering Therapeutic Targets in Pediatric High Grade Gliomas with the H3K27M Mutation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2019.0,183141.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Uncovering Therapeutic Targets in Pediatric High Grade Gliomas with the H3K27M Mutation,0.18
6872007,Humoral And Cellular Tolerization Approaches Against Au*,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,748940.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,Humoral And Cellular Tolerization Approaches Against Au*,0.75
10693988,North Carolina Occupational Safety and Health Education and Research Centers,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,2023.0,1386730.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",North Carolina Occupational Safety and Health Education and Research Centers,1.39
10549324,Obesogenic diet-induced intestinal epithelium repair responses link dysbiosis and cardiovascular disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2023.0,505480.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Obesogenic diet-induced intestinal epithelium repair responses link dysbiosis and cardiovascular disease,0.51
6785308,Pathways of T cell Senescence,NATIONAL INSTITUTE ON AGING,2004.0,358750.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Pathways of T cell Senescence,0.36
9520463,Brain Iron Quantification Based on MRI in Intracerebral Hemorrhage,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2018.0,193750.0,34,NATIONAL CANCER INSTITUTE: Genetics,Brain Iron Quantification Based on MRI in Intracerebral Hemorrhage,0.19
7734501,Opioid Peptides--Molecular Mechanism Of Action,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2008.0,274852.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Opioid Peptides--Molecular Mechanism Of Action,0.27
10928747,Identifying Effective Organizational Climate Embedding Mechanisms for Autism Interventions,NATIONAL INSTITUTE OF MENTAL HEALTH,2024.0,41695.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Identifying Effective Organizational Climate Embedding Mechanisms for Autism Interventions,0.04
6488711,INITIAL STEPS IN RAAV TRANSDUCTION,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2002.0,310548.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,INITIAL STEPS IN RAAV TRANSDUCTION,0.31
8678771,Polybrominated Diphenyl Ether Effects on Human Neuronal Development,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2014.0,100224.0,38,NATIONAL CANCER INSTITUTE: Genetics,Polybrominated Diphenyl Ether Effects on Human Neuronal Development,0.1
8015243,Molecular Characterization of Insect Pheromone Chemosensory Mutants in Nematodes,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2011.0,143550.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Molecular Characterization of Insect Pheromone Chemosensory Mutants in Nematodes,0.14
10318649,A theranostic system for ultrasound-facilitated blood-brain barrier opening,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2022.0,631380.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,A theranostic system for ultrasound-facilitated blood-brain barrier opening,0.63
6874069,TUSK: Tools to Integrate and Share Health Knowledge,NATIONAL LIBRARY OF MEDICINE,2005.0,139206.0,2,FOOD AND DRUG ADMINISTRATION: Clinical Research,TUSK: Tools to Integrate and Share Health Knowledge,0.14
7426393,Mentoring of Clinical Investigators in Patient Oriented Research,NATIONAL INSTITUTE ON DRUG ABUSE,2008.0,184124.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,Mentoring of Clinical Investigators in Patient Oriented Research,0.18
6626629,CBL FUNCTION IN CELLULAR SIGNALING AND TRANSFORMATION,NATIONAL CANCER INSTITUTE,2003.0,300014.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,CBL FUNCTION IN CELLULAR SIGNALING AND TRANSFORMATION,0.3
7664639,Physiological Genomics of Neuronal Cell Types in Sensory and Motor Cortex,NATIONAL INSTITUTE OF MENTAL HEALTH,2009.0,353934.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Physiological Genomics of Neuronal Cell Types in Sensory and Motor Cortex,0.35
7945316,Development of Small Heat Shock Proteins as Therapeutic Agents in the Eye,NATIONAL EYE INSTITUTE,2010.0,493174.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Development of Small Heat Shock Proteins as Therapeutic Agents in the Eye,0.49
6380389,ORGAN PRESERVATION FOR TRANSPLANTATION,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2001.0,406511.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",ORGAN PRESERVATION FOR TRANSPLANTATION,0.41
6693502,T Cell- Mediated Immunity to Mycobacterial Infection,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2003.0,41608.0,34,NATIONAL CANCER INSTITUTE: Genetics,T Cell- Mediated Immunity to Mycobacterial Infection,0.04
8216465,Developing a Medical Biometric Identification System wit a Secure Database Networ,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2012.0,385394.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Developing a Medical Biometric Identification System wit a Secure Database Networ,0.39
10763839,Defining the induction and maintenance of myelin-specific tolerance in T cells and B cells using local lymph node depots,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,554697.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Defining the induction and maintenance of myelin-specific tolerance in T cells and B cells using local lymph node depots,0.55
9986551,"IGF::OT::IGF Support Services for Studies of Infection, Immunity, and Cancer",NATIONAL CANCER INSTITUTE,2019.0,125000.0,1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Infectious Diseases,"IGF::OT::IGF Support Services for Studies of Infection, Immunity, and Cancer",0.12
9861261,T35 NHLBI Medical Student Research Training Program,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,34494.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,T35 NHLBI Medical Student Research Training Program,0.03
7232211,Communicative Disorders,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2007.0,224633.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Communicative Disorders,0.22
7922297,Development of Visual Function,NATIONAL EYE INSTITUTE,2009.0,261373.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Development of Visual Function,0.26
10932173,Pharmaceutical development of longer-lasting brimonidine eye drops,NATIONAL EYE INSTITUTE,2024.0,964469.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Pharmaceutical development of longer-lasting brimonidine eye drops,0.96
6711317,National AAPI Substance Abuse Research Infrastructure,NATIONAL INSTITUTE ON DRUG ABUSE,2003.0,15000.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,National AAPI Substance Abuse Research Infrastructure,0.02
6524146,Transcriptional Regulation of Osteoclasts by Mitf,NATIONAL INSTITUTE OF DENTAL &CRANIOFACIAL RESEARCH,2002.0,130437.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Transcriptional Regulation of Osteoclasts by Mitf,0.13
8557982,Novel column design for centrifugal countercurrent chromatography,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2012.0,72813.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Novel column design for centrifugal countercurrent chromatography,0.07
8630327,Transcriptional regulation of retinal cell differentiation and function,NATIONAL EYE INSTITUTE,2014.0,405000.0,34,NATIONAL CANCER INSTITUTE: Genetics,Transcriptional regulation of retinal cell differentiation and function,0.4
10343421,Sulfur Amino Acid Metabolism and Regulation of Hepatic Metabolic Flexibility,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2022.0,412123.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Sulfur Amino Acid Metabolism and Regulation of Hepatic Metabolic Flexibility,0.41
6629937,Cyclooxygenases in Skeletal Repair,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,333113.0,40,NATIONAL CANCER INSTITUTE: Genetics,Cyclooxygenases in Skeletal Repair,0.33
10892702,NCI Community Oncology Research Program (NCORP) Minority/Underserved Community Sites,NATIONAL CANCER INSTITUTE,2024.0,1586915.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,NCI Community Oncology Research Program (NCORP) Minority/Underserved Community Sites,1.59
9126419,Georgia Food and Feed Rapid Response Team,FOOD AND DRUG ADMINISTRATION,2016.0,300000.0,2,FOOD AND DRUG ADMINISTRATION: Clinical Research,Georgia Food and Feed Rapid Response Team,0.3
7990088,Vervet Monkey: Modeling Effects of Diet-Induced Obesity on Reproduction,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2010.0,204622.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Vervet Monkey: Modeling Effects of Diet-Induced Obesity on Reproduction,0.2
7576213,Farnesyl Transferase Inhibitors: Cancer and Immunity,NATIONAL CANCER INSTITUTE,2009.0,220128.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Farnesyl Transferase Inhibitors: Cancer and Immunity,0.22
10642861,Abnormal intracellular calcium release in heart failure,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2023.0,549705.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Abnormal intracellular calcium release in heart failure,0.55
8516056,Application of Machine Learning Algorithms to Thiopurine Monitoring in IBD,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2013.0,380325.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Application of Machine Learning Algorithms to Thiopurine Monitoring in IBD,0.38
9445448,NICHD Maternal-Fetal Medicine Units (MFMU) Network,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2018.0,17820.0,3,NATIONAL CANCER INSTITUTE: Clinical Research,NICHD Maternal-Fetal Medicine Units (MFMU) Network,0.02
9054178,Injectable biomaterial depots to manipulate scar and foster axon growth after SCI,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2016.0,329779.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Injectable biomaterial depots to manipulate scar and foster axon growth after SCI,0.33
11075014,Testing the effects of a selective calpain-2 inhibitor on spontaneous recurrent seizures in mouse models of epilepsy,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2024.0,19487.0,22,NATIONAL CANCER INSTITUTE: Genetics,Testing the effects of a selective calpain-2 inhibitor on spontaneous recurrent seizures in mouse models of epilepsy,0.02
